url,title,image_url,description,amount_raised,days_running,labels
https://www.gofundme.com/f/support-danielle-fowlers-yoga-sanctuary?qid=ac823184676f2c3da1bbae3d71d4ae22,Support True Nature's Yoga Sanctuary,https://images.gofundme.com/Iptm17ebB8wS2Ul50P8nPC4MbvM=/1200x900/https://d2g8igdw686xgo.cloudfront.net/94091639_1759426259438034_r.png,"Dear Friends,
We are planting the seeds of something beautiful—a yoga studio that is more than just a place to practice. It will be a sanctuary where people can come home to themselves, rest in stillness, and reconnect with their true nature.
In a world that moves quickly, many of us long for a space that invites us to slow down, breathe deeply, and remember who we are. This studio will be that refuge—a place of healing, community, and inner transformation.
Here’s our vision:
A warm, welcoming studio infused with calm energy.
Classes, workshops, retreats and trainings to nurture body, mind, and spirit.
Community gatherings that uplift connection, compassion, and purpose.
A sacred space where every being feels safe, seen, and supported.
To bring this vision into reality, we are seeking support.
Your donation—large or small—will help us open the doors to this sanctuary.
Funds will go directly toward creating a beautiful, clean studio space for our community to thrive. A lease has been signed and the space needs a lot of love to get it ready - Demolition of 6 walls, new ceiling, fresh paint, flooring, lighting, props, signage, etc...
How you can support:
Make a donation to help us open our doors.
Share this vision with friends who believe in the power of yoga and community.
Hold the intention with us that this space will blossom into a haven of peace.
Together, we can create something really special.
With hope in my heart and deep gratitude,
Danielle Fowler",3287,4.0,"Flooring, Wall, Floor, Wood, Interior design"
https://www.gofundme.com/f/help-build-the-barn-the-new-heart-of-red-fire-farm?qid=ac823184676f2c3da1bbae3d71d4ae22,Help Build the Barn - the New Heart of Red Fire Farm!,https://www.gofundme.com/nextassets/shared/privacy-pill.png,"Dear Friends,
We want to invite you to be part of the building of our new barn! Our farm has always been about feeding the community, and now we have a chance to build something together that will be the heart of the farm for the future. Each of you, who are part of our farm, can be part of the barn.
We have continued farming since experiencing the worst event in our 25 year history. On February 17, 2024, a fire burned down our 100-year old historic barn. This barn was the center of our farm’s infrastructure, housed our farm store and served as the distribution center for the harvest. Bottom line - we lost our space to sell and distribute organic fresh produce for thousands of people.
We have good news to share! We’ve put all the beautiful generous donations and help from the community to work to keep our farm store open in its temporary spot the last 18 months, and we are now ready to move forward in the building of our new barn for the future of the farm. We wouldn’t be here farming today without you!
We have hired a general contractor, the plans are approved, and the foundation for the new barn has been poured. But the total cost for the building will be $1,200,000!! Even with landing a state grant, the small amount of insurance, and investing all of our available funds, we are looking at a shortfall of over $400,000 due to increased building costs. We hope to raise $200,000 of that. Without the barn, the farm cannot be financially sustainable. And we know, without the community, we can’t build the barn.
*** Breaking news - we have already raised over $25K towards the $200K goal, thanks to early supporters!
We are a living example of what it takes to feed people locally and regionally. Against all odds we have managed to do this. We farm against a backdrop of climate change in a broken system that rewards big corporate farms who use harmful chemicals, and are located thousands of miles away from our community. Our farming uses organic techniques that maintain and improve soil health for the future, and avoid use of herbicides and genetically engineered seeds. We provide jobs to over 80 people and provide the most nutritious food to everyone, regardless of income, whenever possible, by offering a sliding scale farm share, participating in government food relief programs, and donating, annually, over fifty thousand of pounds of produce to food banks, pantries, and soup kitchens.
Although the smart financial move for our family in the aftermath of the fire would have been to close down Red Fire Farm, we haven’t. We are not giving up now - because you have shown that you believe, like us, that growing healthy, local food is vital and needed.
Yes, the new store barn building is a short-term financial drain due to the huge construction costs . But it is the only clear path to the future sustainability of the farm. It will strengthen on-farm sales, allowing us to use more of the farm's harvest on-site instead of trucking to wholesale markets that pay less.
The new store barn will be located at 34 Carver Street in Granby on 25 acres of crop land  in western Mass. People visiting the farm will now be able to walk out to pick-your-own fields and picnic tables. Visiting the farm will be safer and easier, especially for families, as parking will be separate from our farm equipment. And the new farm store barn will have heat in the winter (and bathrooms)! We will have room for a full line of local and regional healthy foods in addition to Red Fire Farm produce, plus space for a small kitchen so we can serve foods made from our produce and ingredients from other local farms.
It has been our life’s work to grow healthy food for thousands of people in our community, but we can’t do it without your help. Please make it possible for the farm to continue into the future.
Thank you, from all of our hearts,
Red Fire Farm owners and farmers, Ryan & Sarah Voiland, and all the Red Fire crew.
Farm office mailing address for check donations:
Red Fire Farm
184 Meadow Road
Montague MA
01351",59024,18.0,"Blue, Font, Symbol"
https://www.gofundme.com/f/cycle-300-miles-for-american-cancer-society-bp869?qid=ac823184676f2c3da1bbae3d71d4ae22,Cycle 300 Miles for American Cancer Society,https://www.gofundme.com/nextassets/shared/leaderboard/themes/default/leaderboard-nudge/icon/handout.svg,"I'm cycling 300 miles to help the American Cancer Society fight for a world without cancer. This is a very meaningful cause for me. ACS has a platinum rating on GuideStar (the highest possible), so give with confidence! Please consider making a donation because every little bit helps. Thank you for your support!",1785,21.0,
https://www.gofundme.com/f/thefridgedc?qid=ac823184676f2c3da1bbae3d71d4ae22,Reopen The Fridge Art Gallery: (Same Location. New Era.),https://images.gofundme.com/hiPUhhOPVrzIsBrY5HKiaKVnzqo=/1200x900/https://d2g8igdw686xgo.cloudfront.net/92589357_1752201153149943_r.png,"We’re Going Back
The Fridge is coming home to the original spot behind Eastern Market where it all began.
Since 2009, The Fridge has been a beloved underground gallery, helping launch the careers of over 1,000 professional artists and a gathering space for those often left out of the traditional art world: graffiti writers, outsider artists, poets, MCs, queer and trans creatives, returning citizens, and youth with something to say and nowhere to say it.
We’re continuing our support of:
• Black, Brown, Asian, and Native voices!
• LGBTQ+ and nonbinary creators
• Street art, hip-hop, poetry, and raw self-expression
• Zero gatekeeping. No degree or gallery resume required
But in 2023, we lost our space. Rising property taxes, a real estate scam, and a legal battle we didn’t ask for knocked us out. We won in court but still had to close our doors.
Now we’re going back to where it all started and reopening stronger than ever.
Our Goal: $50,000 by October 1st
We’re reclaiming the original location and relaunching by New Year’s 2026. Your donation helps make it happen.
Item	                              Cost
Property taxes	$12,000
Renovations & paint	$5,000
Repairs & gallery setup	$7,000
Utilities & insurance	$10,000
Permits & licensing	$2,000
Marketing & outreach	$2,000
Artist stipends (opening show)	$10,000
Total	$50,000
Why This Matters
The Fridge was never just about art. It was about belonging.
Every donation helps reopen a space where:
• Kids can be free to create and be heard
• Queer artists can show their truth without censorship
• Graffiti is celebrated, not criminalized... And on gallery walls!
• People feel seen, no matter where they’re from or what they’ve been through
We’re not starting over. We’re picking up where we left off, in the same location, with the same mission, and an even bigger vision for what DC can be. Just wait until you meet our new community partners!
No raffles, sweepstakes, giveaways, or returns on investment are offered in exchange for any donations made to this GoFundMe.
️ See Why It Matters
PBS Mini-Doc on The Fridge (WETA)
Garfield Park Mural Project
Graffiti Doc feat Mr Brainwash mural
MAKE SPACE
✊ ✊✊✊Let’s Bring It Back
We’ve been the underdog space with the big heart. The one with paint on the walls and all of the cool kids and nerds in one space. The one where everyone had a place.
Now we need you.
Donate whatever feels right.
Tell your people.
Help us bring The Fridge back.
A Full-Circle Moment
What makes this comeback even more powerful is what comes next.
Shaymar Higgs
, founder and executive director of
The SPACE
, began his creative journey through a pop-up show co-sponsored by The Fridge in 2009. As a young artist with hand-sewing skills, he was invited to intern at The Fridge. That opportunity helped launch a lifelong commitment to creativity, access, and community care.
During his time at The Fridge, Shaymar also helped bring in several nonprofit organizations and built community-based programming for local high school students. That kind of work helped expand The Fridge’s reach and rooted it even deeper in the neighborhood it served.
Years later, Shaymar launched The SPACE as a pop-up of his own. Just like The Fridge, it grew into something bigger. Today, The SPACE is a thriving community hub that offers free classes in 3D printing, digital design, mental health and wellness, entrepreneurship, and more.
Now, these two stories come full circle.
The Fridge will reopen the gallery in its original Eastern Market location and expand its offerings to include:
• Free creative workshops for youth and adults
• 3D printing, laser engraving, and digital design labs
• Entrepreneurship and workforce development programs
• Mental health-centered art and healing practices
This isn’t just a gallery reopening. It’s a return to the community that sparked it all, and a chance to bring even more resources, creativity, and connection to our friends and neighbors in Washington, DC.
Students from The University of Maryland created this mini-doc:
MAKE SPACE
that highlights The SPACE and features Alex Goldstein!
Thank you for believing in art, community, and providing third spaces for all.
– The Fridge Fam
Quotes From Our People:
“When we talk about keeping DC weird, the Fridge is the real thing. It’s one of our last independent art spaces still standing, holding the line for experimentation, risk, and community. I’ve spent the past year writing a book about building a permanent space like this—and I can tell you, it doesn’t happen without people stepping up. If the Fridge has ever surprised you, moved you, or just made you feel like you belonged, now is the time to show up and support it.”
Julianne Brienza, founder of DC Fringe Festival",14754,88.0,"Wall, Art, Graffiti, Street art, Mural"
https://www.gofundme.com/f/quick-bites-lincoln-square-needs-support?qid=ac823184676f2c3da1bbae3d71d4ae22,"Quick Bite, Lincoln Square Needs Support",https://images.gofundme.com/r9ruHvbojV70NY1Fya_OY0BiJhQ=/1200x900/https://d2g8igdw686xgo.cloudfront.net/95331715_1759553282570506_r.png,"Quick Bite, a local favorite in Lincoln Square, was hit by a reckless driver on Friday, October 3, 2025.
Quick Bite is a family owned business, started by Tom and Pete Athanasakos nearly 36 years ago in 1990.
This fundraiser is on behalf of Tom, Pete, and Angie in order to help pay for anything that they need in the rebuild and lost business from this awful incident.
All proceeds will go directly to the family and assist with the expenses.",983,3.0,"Automotive Exterior, Automotive lighting, Automotive Parking Light, Automotive Tail & Brake Light, Law enforcement"
https://www.gofundme.com/f/donate-to-keep-the-blue-lagoon-pet-store-alive?qid=ac823184676f2c3da1bbae3d71d4ae22,Donate to Keep The Blue Lagoon Pet Store Alive,https://images.gofundme.com/QaHJgKX31BU2ZycgI6CKXbd3fVM=/1200x900/https://d2g8igdw686xgo.cloudfront.net/95319279_1759523517556716_r.png,"Hello everyone, my name is Barb. I have known Jeff, the owner of
The Blue Lagoon Pet Store
, and his mother Pat, for around 2 years.
Jeff’s parents opened the Blue Lagoon Pet Shop in the early '80s. His idea was to reopen the store in his parents' honor. Very unfortunately, Jeff lost his father in August of 2024. We all felt the sadness of this loss and the gratefulness Jeff expresses to everyone video after video. He’s most famous for his FISH FRIDAY videos.
In these 2 years, Jeff and Pat have been the kindest and most helpful people. I know there are so many people who have also been touched by their kindness and helpfulness. As a local business, they don’t have the same amount of volume as a box store like PetSmart or Petco. I’ve watched them help dozens of people from starting their tanks, tank maintenance, fish and reptile rescue, and more.
Due to unforeseen circumstances, they need a little help from all of us.
Any and all donations will be greatly appreciated.
Thank you.",1732,3.0,"Fish, Graphics, Graphic design"
https://www.gofundme.com/f/help-andi-pay-brunch-broth-and-bloom-staff?qid=ac823184676f2c3da1bbae3d71d4ae22,Help Andi Pay Brunch Broth and Bloom Staff,https://images.gofundme.com/YeCUEucZIbQnAPwzNQogdUOBkRg=/1200x900/https://d2g8igdw686xgo.cloudfront.net/95294539_1759445503643758_r.png,"Hi friends,
This is hard for me to write, but I need help.
Brunch Broth and Bloom was more than a restaurant it was my dream and a place built on love and community. From the Giving Wall to the homemade meals, I wanted it to be a place that made a difference.
Sadly, I was forced to close earlier than I planned. Because of that, I wasn’t able to bring in enough to cover payroll for my staff. They showed up every day, gave their best, and supported me through everything. They deserve to be paid for their work and making that happen is all I care about right now.
I owe $4,000 in wages. Every single dollar raised will go directly to the employees who worked so hard to make Brunch Broth and Bloom what it was. If there's anything over it will go to other vendors I owe.
I know times are hard for everyone, but if you can help me take care of them, I would be forever grateful. Even if you can’t give, sharing this would mean the world.
Thank you for believing in us and helping me do right by my team.
With love,
Andi",1250,4.0,
https://www.gofundme.com/f/support-moreland-theaters-centurylong-legacy?qid=ac823184676f2c3da1bbae3d71d4ae22,Support Moreland Theater's Century-Long Legacy,https://images.gofundme.com/IfrFz9u4UCwNTTWNr2TvVasl7B8=/1200x900/https://d2g8igdw686xgo.cloudfront.net/94668315_1757955829284003_r.png,"Moreland Theater Marquee Restoration Fun
Celebrating 100 Years of Community & Cinema
For nearly a century, the Moreland Theater has been a proud landmark at the heart of Sellwood. Built in 1925, it is one of the last remaining single-screen theaters in the Portland area—and one of the few still independently owned and operated since 1973. Generations of families have gathered here to laugh, cry, and celebrate the magic of film together.
As we approach our 100-year milestone, we want to ensure the Moreland continues to shine for the next century. Over the years, we’ve made important upgrades—like converting from film to digital and installing new seats to keep your experience comfortable and modern. Now, it’s time to restore the face of the building and bring new life to our community treasure.
Our Vision
The centerpiece of this project is the restoration of our iconic Moreland Theater marquee—the most recognizable feature of our building. We want it to shine bright once again as a symbol of pride for our community. Along with the marquee, we have additional goals:
Fresh paint inside and out (including the auditorium’s soaring ceiling)
Updated electrical systems for safety and efficiency
A new main-floor bathroom for accessibility
Improvements to the stage and screen, allowing us to host live performances like music, comedy, and plays
A refreshed snack bar to serve our guests better
Why We Need Your Help
The past few years have been especially challenging for independent theaters. The COVID-19 shutdowns, the rise of streaming, and industry-wide strikes all deeply impacted attendance. While blockbuster films like Top Gun: Maverick, Barbie, and Wicked give us hope, the road to recovery has been long and difficult.
Yet, through it all, the Moreland has endured—thanks to the loyalty and love of our community. With your support, we can preserve this historic gem and prepare it for a vibrant future.
Be Part of the Legacy
Your donation—whether big or small—makes a direct impact on preserving a landmark that has brought joy to our neighborhood for 100 years. Together, we can restore the marquee, refresh the theater, and ensure that the Moreland continues to be a place where memories are made for generations to come.
✨ Join us in keeping the Moreland Theater shining bright for the next century.",10339,21.0,"Composite material, Iron, Wire, Black and white, Monochrome"
https://www.gofundme.com/f/help-the-hot-mess-crew-bounce-back?qid=ac823184676f2c3da1bbae3d71d4ae22,Help the Hot Mess Crew Bounce Back,https://images.gofundme.com/7128evzd8AjSas8tXABPWhz428g=/1200x900/https://d2g8igdw686xgo.cloudfront.net/94985219_1758741949876516_r.png,"Hot Mess has never just been about burgers - it’s been about heart, laughter, and building community. But after a tough year and one breakdown too many, Ol’ Messy has been sidelined.
This GoFundMe isn’t just about fixing equipment - it’s about giving the Hot Mess crew the freedom to take their next step, whatever that looks like. Maybe it’s repairing the truck, maybe it’s a brand new rig, maybe it’s finally putting down roots in a brick-and-mortar.
What we do know is that the Tri-Cities isn’t the same without Hot Mess slinging their passion on a plate.
If Hot Mess has ever made you smile, filled your belly, or made you feel like family, here’s your chance to give back and help them dream bigger.
Let’s rally together and make sure the next chapter of Hot Mess is their best one yet. ❤️",13315,12.0,"Smile, Happiness, Facial expression, Facial hair, Beard"
https://www.gofundme.com/f/salinass-smoke-street-restaurant-rebuild-and-smoke-again?qid=ac823184676f2c3da1bbae3d71d4ae22,Help Salinas's Smoke St Restaurant Rebuild and Smoke Again!,https://d2g8igdw686xgo.cloudfront.net/95139545_1759201138732961_r.JPG,"Years ago, I operated a family owned restaurant. It surely saw its struggles and was painfully hard at times. What got me through were my amazing employees and family. David Salinas, D to all of us, was there with a smile, a hug and an amazing service ethic that brought our customers back time and again.
Pride filled my heart when he and his beautiful family opened their own specialty restaurant in Globe, AZ. What burgeoned from a smoker trailer to catering business and most recently their own restaurant, is a community centered around family, joy and the most delicious smoked food creations you can imagine.
Seemingly, just as their success was peaking, Globe, Arizona experienced catastrophic flash flooding the weekend of September 26, 2025, with reports of over 3 inches of rain in one hour in some areas. Multiple businesses, homes and cars were damaged or swept away and sadly, 3 fatalities.
We are so grateful David and the Salinas family are safe.
Their beautiful restaurant needs our help. There will be much to do and many expenses to get them up and running again. They did not have flood insurance because...who expected Globe, AZ to flood? Please consider donating whatever you can to help the Salinas family smoke again!!",11523,7.0,"Interior design, Ceiling, Food, Countertop, Restaurant"
https://www.gofundme.com/f/perch-draft?qid=ac823184676f2c3da1bbae3d71d4ae22,Support Perch: a community cafe needs your support,https://images.gofundme.com/47q29AFODSA8P85bVznjimvX69o=/1200x900/https://d2g8igdw686xgo.cloudfront.net/94882597_1758661276471674_r.png,"Support Perch cafe and bakery!
Perch was born in 2022 out of our love for great coffee, warm baked goods, and welcoming community spaces. After experiencing layoffs and unsafe work environments during Covid, we dreamed of creating a place where people could gather safely, feel cared for, and be their authentic selves.
When we moved to Waldoboro, we carried inspiration from our favorite Portland coffee shops (shout out to Little Woodfords!) and poured it into Perch. From the very beginning, we’ve been guided by inclusive values—especially creating a queer-affirming space in rural Maine where the LGBTQIA+ community and allies can feel supported and celebrated.
Over the past three years, Perch has grown into so much more than a coffee shop. People come for espresso, warm buttery biscuits, and cinnamon rolls—but they stay for connection, love, and belonging. We’re proud to be a “third space” where folks can show up exactly as they are.
But like many small family businesses, we face daily challenges. Rising costs, a seasonal economy, inflation, and supply-chain impacts have all taken a toll. And now, our beloved espresso machine—the heart of Perch—is on her last legs. Espresso machines are built to last for decades, but after just three years of use, ours is facing irreparable damage. The water quality in coastal Maine has been a major factor, and will require the installation of some additional heavy duty water filtration to remedy the issue.
Why This Matters
Our espresso program isn’t just a menu item—it’s one of our biggest sources of revenue and a core part of the Perch experience. Without it, we face a very real financial cliff this winter.
We need your help to:
☕ Replace our espresso machine and upgrade our water filtration– ensuring we can continue to serve the high-quality drinks you love.
Sustain through winter – so we can grow our hours and days of service, meeting the community’s needs.
Secure a permanent home – to root Perch in Waldoboro for years to come.
How You Can Help
* DONATE what you can—every dollar makes a real difference.
* SHARE this fundraiser with a personal note about what Perch means to you.
* Come VISIT us! Bring a friend, grab a coffee, or look out for upcoming Perch merch.
Perch was always meant to be more than a coffee shop. It’s a space for gathering, for care, for rest and joy. It’s a space where queer folks and allies feel at home. And it’s a space we’ve built with so much love—hand in hand with all of you. We’re proud of what we’ve created here. And we’re hopeful that, with your help, we’ll get through this chapter and grow stronger on the other side. Thank you for reading. Thank you for caring. Thank you for being our community.
Thank you for helping us weather this challenge and build a thriving, inclusive community—together.
With gratitude, Lynn & Eli and the whole Perch family",16650,13.0,"Graphics, Graphic design"
https://www.gofundme.com/f/helpcrushdtx?qid=ac823184676f2c3da1bbae3d71d4ae22,Help us keep CRUSH alive,https://images.gofundme.com/LbdPFwU-bK_MLaClx5cw2V6yJIA=/1200x900/https://d2g8igdw686xgo.cloudfront.net/95017729_1758837295954313_r.png,"Dear Dallas Community,
We're writing this message with heavy hearts and a sense of vulnerability we never expected to share.
We are Andrew and David, the creators and owners of CRUSH. For the past year, you've shown us so much love, and it's with that same love that we're reaching out to you now because we need your help.
CRUSH was born from a decade-long dream to create a true safe space—a ""love letter"" to this incredible city. After working as bartenders for so many years, we poured our 9 years of life savings we built together and every ounce of our energy into this project. The journey to open was filled with unexpected delays and costs, what we thought would be a quick build out took us a year to open and because of that we opened/started this venture over budget and with nothing left in our pockets. But we had faith in our vision and, more importantly, we had faith in all of you.
Your unwavering support over this past year has been everything to us. Every single visit has helped us pay our incredible staff, our amazing performers, and keep the lights on!! literally. We even sold our home this past June to keep CRUSH going, just so we could continue to provide the space we all love. Our landlord knew our situation, and we’ve been paying our rent weekly, working hard to stay on track.
This last week, however, has been one of the toughest yet. Due to some much-needed repairs and a very slow last 2 months, we weren't able to make our weekly rent payment ontop of having a check bounce on an invoice
from a prior event.
We've just received a notice that if we don't pay the full balance of over $30,000 with an additional 11,440 for rent being due again the 1st of October, we could be locked out of our space anytime our landlord feels he wants to and he’s not required to open it unless we cure our balance.
Our hearts are shattered at the thought of the lights at CRUSH going out for good. This is unbelievably hard for us to share because we’ve always wanted to be the ones giving back, not asking for help. But we've been reminded by a fellow bar owner in our community that asking for help from the people who love you is an act of strength, not weakness.
We don’t want to be another statistic, another cherished safe space lost.
More than ever, we need places where we can come together, feel accepted, and be ourselves.
Seeing your smiles, your laughter, and the beautiful community you've built within these walls is why we fought so hard to open in the first place. We can't bear the thought of losing it all.
If you’ve enjoyed our shows, our pop-ups, and the family we've built, please consider helping us keep CRUSH alive. We are swallowing our pride and asking you to click the link below to help us raise the funds we so desperately need to stay open and get caught up
on the bills and invoices we have fallen behind on.
Thank you for your love, your support, and for being the heart and soul of CRUSH.
With all our love,
Andrew and David CRUSH",8280,11.0,"Hand, Human body, Undergarment, Thigh, Underpants"
https://www.gofundme.com/f/bad-axe-theatre-rescue-fund?qid=ac823184676f2c3da1bbae3d71d4ae22,Bad Axe Theatre Rescue Fund!,https://images.gofundme.com/8X9YbuqlcnzWto3bAkqV9DlXutM=/1200x900/https://d2g8igdw686xgo.cloudfront.net/95115047_1759092162392520_r.png,"Save the Bad Axe Theatre – Help Keep the Movies Alive in Our Community!
Dear Friends,
Since 2020, independent theaters like ours have faced challenges we never imagined. The COVID shutdown hit us hard, and while we’ve worked tirelessly to reopen and keep serving the community, the past few years have stretched us thin.
The Bad Axe Theatre isn’t just a place to see movies—it’s where families have laughed together, where kids have felt the magic of the big screen for the first time, and where friends have shared countless memories. It’s a piece of our town’s history, and we want to make sure it’s part of our future too.
But we can’t do it alone. We’re asking for your help to raise $80,000 to cover essential operating costs and improvements that will allow us to keep the doors open. Your support will help us:
•    Keep the screens lit and the projectors rolling
•    Support our staff and community programming
•    Expand events like retro movie nights, live-streamed sports, and family matinees.
Every donation, large or small, makes a difference. Together, we can keep the Bad Axe Theatre thriving for years to come.
Thank you for being part of this story. Let’s keep the marquee glowing in Bad Axe!
With gratitude,
Mark Rolfe
Owner, Bad Axe Theatre",11325,8.0,"Night, Electronic signage, Neon sign, Neon, Advertising"
https://www.gofundme.com/f/help-kevin-greenaae-keep-oak-st-brewery-open?qid=ac823184676f2c3da1bbae3d71d4ae22,Help Kevin Greenaae Keep Oak St Brewery Open,https://images.gofundme.com/LrhwlJAMKY3r2eOkRj9XPe65djQ=/128x128/https://lh3.googleusercontent.com/a/ACg8ocLlXzkAbDUUraoYanEBBFxFfx2hvfYbPjkay0dLlSCotxuRdg=s96-c,"This is Kevin Greenaae at Oak St Brewery. After opening during the pandemic, we fought to keep open and producing a great product, beer.
With the current economy and slow summers,
we had a major HVAC breakdown that had to get fixed quickly.
This major expense, along with a slower-than-usual summer, has brought us to the brink!
I don't want to have to close and lay off my employees, but that is what it looks like.",2045,4.0,"Red, Pink"
https://www.gofundme.com/f/print-and-publish-the-good-life-magazine-fall-2025?qid=ac823184676f2c3da1bbae3d71d4ae22,Print and Publish The Good Life Magazine Fall 2025,https://images.gofundme.com/GR_qxbZsLUeAYrKUITDsC22xUvM=/128x128/https://lh3.googleusercontent.com/a/ACg8ocLYVNq391__bg7iXptzbvxbtOP8rnYkrLi0SuPCQxclDdMA8Q=s96-c,"The SU Good Life Magazine Team is working hard to bring you the latest edition, but we need help to fund our printing! Every dollar helps, we hope to keep bringing important content to the SU community.
Consider donating, we can't do it without you!
Anything you donate is appreciated!",1555,6.0,
https://www.gofundme.com/f/amiyas-1000-cam-was-stolen-pls-help-replace?qid=ac823184676f2c3da1bbae3d71d4ae22,"my $1000 cam is missing, pls help replace",https://images.gofundme.com/yns_G0k5pRjxWOcI6SqN2B6pRos=/128x128/https://lh3.googleusercontent.com/a/ACg8ocJCLp17Ws2eYksGzFsczvFk63Wm0acFujw1WVqaP8LBUXAwUHA=s96-c,my 1000$ camera has gone missing at retreat (it was in my bag and i went to sleep and when i woke up it was gone) it was a gift from my mom to me a couple of years ago. help me make money to replace it please any amount helps PLEASE PLEASE PLEASE,310,8.0,
https://www.gofundme.com/f/support-audrey-crews-in-launching-neuraart-studio?qid=ac823184676f2c3da1bbae3d71d4ae22,Support Audrey Crews in Launching NeuraArt Studio,https://images.gofundme.com/DSdh9j9QnmOTeDabe62f3H9Tb5k=/128x128/https://lh3.googleusercontent.com/a/ACg8ocLtQL9GSXnIDVI4MGGbXGqU4m1WJwM_bSb7cfZJsP8jEhbEFA=s96-c,"**Support Audrey Crews in Launching NeuraArt Studio!**
Hello, I’m Audrey Crews, a quadriplegic artist who, at 36, has been living with my condition since a life-changing accident at 16. I’m excited to share my dream of opening NeuraArt Studio, a unique art gallery showcasing my artwork and that of other talented artists using Brain-Computer Interfaces (BCIs). This is my first time using this incredible technology to create art, and I’m passionate about bringing this innovative work to the world.
I’m raising funds to make NeuraArt Studio a reality. The money will help secure a gallery space, purchase high-quality canvas prints for sale, cover copyright and trademark costs, and build a website for online sales. My goal is to create a platform where art created through BCIs can inspire and connect people, while fostering a community of diverse artists.
By supporting this campaign, you’re helping me take a significant step toward independence and financial stability through my art. Every contribution brings NeuraArt Studio closer to reality, and I’m deeply grateful for your support. Join me in making this vision come to life—let’s create something extraordinary together!
Thank you,
Audrey Crews",18147,41.0,
https://www.gofundme.com/f/help-the-foglios-through-unexpected-challenges?qid=ac823184676f2c3da1bbae3d71d4ae22,Help the Foglios Through Unexpected Challenges,https://images.gofundme.com/d6L7besRFu-mfv6K1lplZ95RrII=/128x128/https://www.gofundme.com/person/profiles/303313a520b74f8a91ad0ffbedb78cbf_edited_photo_1752803097046.jpeg,"We are Kaja & Phil Foglio, creators of the Girl Genius webcomic and owners of Studio Foglio. We started our company back in the early 1990s as a way to market our books, comics, and art prints.
We post new pages of Girl Genius, free for everyone to read, M/W/F on our girlgeniusonline.com website. When we have enough pages, we publish a collection. We’ve won three Hugo awards for our work on the comic!
Things have been going well for a long time, but recently we’ve had a lot of nasty and expensive surprises.
What happened? A number of unexpected medical expenses, a flooded basement, and an expensive legal fight to get our novel rights back. Diamond Comics, our main distributor who got our books into actual stores, went bankrupt and is no longer ordering anything from us. Our convention sales have changed drastically in recent years, we suspect because people would rather buy books online than carry them around a crowded con. Who can blame them? Plus, all that drama and more has slowed down our traditional “one book a year” release schedule, and our income along with it. We thought we could weather that slowdown, but we were wrong.
We have learned from this. We’re making changes to our business model, and we do have projects coming up that we know will put us back on our feet, but all that will take a while to happen. Right now, the next couple of months are looking extremely scary, and we have to find a way to get through them.
We do have a number of other places for our readers to support our work: Our books can be found on our online company store at TopatoCo, preorders for our new Cat medals are now open, and our Patreon continues to roll along! But for those who just want to donate without subscribing or ordering something, here we are on GoFundMe, and we very much appreciate it.
Any money donated here will go to keeping the lights on in the upcoming months, that is, making sure that we can keep on producing our books and art. Thank you for your support in the past, the present, and the future. It means the world.",101728,81.0,"Costume, Costume design, Fictional character"
https://www.gofundme.com/f/support-yumi-in-rebuilding-standing-egg-cafe?qid=ac823184676f2c3da1bbae3d71d4ae22,Support Yumi in Rebuilding Standing Egg Coffee,https://images.gofundme.com/ijxzw-O3b19QMxvzz6hq_PDbYLM=/1200x900/https://d2g8igdw686xgo.cloudfront.net/94244765_1756834849118143_r.png,"My name is Yumi, and I am the proud owner of
Standing Egg Coffee
, a small coffee shop in the Los Feliz area that I have been running for the past seven years. Over this time, Standing Egg Coffee has become more than just a place to grab coffee—it has grown into a welcoming space where I've built deep connections with my customers through great coffee, hospitality, and community.
Unfortunately, with very short notice,
my new landlord has asked us to vacate our space by the end of September.
This sudden change has left me with the difficult task of finding a new location and rebuilding the cafe that so many of you have come to love.
I am fundraising to help cover the costs of relocating and reopening Standing Egg Coffee.
These funds will go directly toward securing a new space, setting up the cafe, and ensuring that I can continue to provide the same—if not better—coffee, service, and environment that our community deserves.
Your support means the world to me, and I am deeply grateful for any contribution, big or small, to help Standing Egg Coffee start this new chapter. Thank you for being part of this journey and for believing in the little coffee shop that could.
With gratitude,
Yumi",18450,34.0,"Chin, Jaw, Facial expression, Portrait, Pixie cut"
